registered,instant,cnt,windspeed,yr,weathersit,casual,dteday,atemp,mnth,hum,temp,weekday,workingday,season,holiday
36,8644,38,0.1343,0,1,2,2011-12-31,0.3939,12,0.62,0.38,6,0,1,0
27,8645,31,0.0,0,1,4,2011-12-31,0.3788,12,0.66,0.36,6,0,1,0
43,8646,48,0.0,1,1,5,2012-01-01,0.3788,1,0.66,0.36,0,0,1,0
78,8647,93,0.1343,1,1,15,2012-01-01,0.3485,1,0.66,0.36,0,0,1,0
59,8648,75,0.0,1,1,16,2012-01-01,0.3485,1,0.76,0.32,0,0,1,0
41,8649,52,0.0,1,1,11,2012-01-01,0.3333,1,0.81,0.3,0,0,1,0
8,8650,8,0.0896,1,1,0,2012-01-01,0.303,1,0.81,0.28,0,0,1,0
5,8651,5,0.1045,1,1,0,2012-01-01,0.2879,1,0.81,0.28,0,0,1,0
1,8652,2,0.1343,1,1,1,2012-01-01,0.2727,1,0.93,0.26,0,0,1,0
6,8653,7,0.1642,1,1,1,2012-01-01,0.2576,1,0.93,0.26,0,0,1,0
10,8654,14,0.1045,1,1,4,2012-01-01,0.2727,1,0.87,0.26,0,0,1,0
27,8655,40,0.1045,1,1,13,2012-01-01,0.2727,1,0.93,0.26,0,0,1,0
52,8656,70,0.1045,1,1,18,2012-01-01,0.3182,1,0.81,0.3,0,0,1,0
98,8657,138,0.1343,1,1,40,2012-01-01,0.3333,1,0.76,0.34,0,0,1,0
143,8658,201,0.2836,1,1,58,2012-01-01,0.4091,1,0.62,0.4,0,0,1,0
141,8659,223,0.2836,1,1,82,2012-01-01,0.4242,1,0.58,0.42,0,0,1,0
147,8660,267,0.2985,1,1,120,2012-01-01,0.4394,1,0.54,0.44,0,0,1,0
164,8661,265,0.2985,1,1,101,2012-01-01,0.4545,1,0.51,0.46,0,0,1,0
147,8662,215,0.2985,1,2,68,2012-01-01,0.4394,1,0.54,0.44,0,0,1,0
75,8663,111,0.1642,1,2,36,2012-01-01,0.4697,1,0.48,0.48,0,0,1,0
81,8664,106,0.2537,1,3,25,2012-01-01,0.4545,1,0.59,0.46,0,0,1,0
85,8665,105,0.3881,1,3,20,2012-01-01,0.4242,1,0.67,0.42,0,0,1,0
58,8666,83,0.2985,1,2,25,2012-01-01,0.4394,1,0.62,0.44,0,0,1,0
61,8667,71,0.2537,1,2,10,2012-01-01,0.4394,1,0.67,0.44,0,0,1,0
53,8668,66,0.4179,1,1,13,2012-01-01,0.4545,1,0.55,0.46,0,0,1,0
25,8669,29,0.2985,1,1,4,2012-01-01,0.4394,1,0.51,0.44,0,0,1,0
31,8670,39,0.4627,1,1,8,2012-01-02,0.4091,1,0.4,0.4,1,0,1,1
11,8671,12,0.4179,1,1,1,2012-01-02,0.3333,1,0.43,0.36,1,0,1,1
6,8672,7,0.4478,1,1,1,2012-01-02,0.3182,1,0.34,0.36,1,0,1,1
4,8673,4,0.3284,1,1,0,2012-01-02,0.2576,1,0.45,0.28,1,0,1,1
3,8674,4,0.3284,1,1,1,2012-01-02,0.2576,1,0.45,0.28,1,0,1,1
14,8675,14,0.3881,1,1,0,2012-01-02,0.2273,1,0.41,0.26,1,0,1,1
16,8676,16,0.3881,1,1,0,2012-01-02,0.2121,1,0.32,0.24,1,0,1,1
51,8677,53,0.2537,1,1,2,2012-01-02,0.2273,1,0.35,0.24,1,0,1,1
53,8678,68,0.0,1,1,15,2012-01-02,0.2576,1,0.35,0.24,1,0,1,1
89,8679,109,0.2836,1,1,20,2012-01-02,0.2424,1,0.35,0.26,1,0,1,1
142,8680,175,0.4925,1,1,33,2012-01-02,0.2121,1,0.35,0.26,1,0,1,1
161,8681,202,0.2537,1,1,41,2012-01-02,0.2727,1,0.36,0.28,1,0,1,1
150,8682,176,0.2985,1,1,26,2012-01-02,0.2727,1,0.36,0.3,1,0,1,1
141,8683,151,0.4179,1,1,10,2012-01-02,0.2727,1,0.36,0.3,1,0,1,1
139,8684,168,0.4478,1,1,29,2012-01-02,0.2424,1,0.38,0.28,1,0,1,1
144,8685,154,0.4179,1,1,10,2012-01-02,0.2273,1,0.35,0.26,1,0,1,1
136,8686,153,0.3881,1,1,17,2012-01-02,0.2273,1,0.35,0.26,1,0,1,1
113,8687,126,0.2537,1,1,13,2012-01-02,0.2424,1,0.33,0.26,1,0,1,1
89,8688,93,0.2239,1,1,4,2012-01-02,0.2273,1,0.38,0.24,1,0,1,1
83,8689,88,0.2239,1,1,5,2012-01-02,0.2273,1,0.41,0.24,1,0,1,1
63,8690,66,0.3284,1,2,3,2012-01-02,0.2121,1,0.41,0.24,1,0,1,1
36,8691,39,0.2836,1,2,3,2012-01-02,0.2121,1,0.44,0.22,1,0,1,1
32,8692,34,0.2537,1,1,2,2012-01-02,0.2121,1,0.44,0.22,1,0,1,1
13,8693,13,0.2537,1,1,0,2012-01-03,0.197,1,0.51,0.2,2,1,1,0
5,8694,6,0.2239,1,1,1,2012-01-03,0.1818,1,0.55,0.18,2,1,1,0
3,8695,3,0.2537,1,1,0,2012-01-03,0.1667,1,0.51,0.18,2,1,1,0
2,8696,2,0.2836,1,1,0,2012-01-03,0.1364,1,0.55,0.16,2,1,1,0
5,8697,5,0.2537,1,1,0,2012-01-03,0.1515,1,0.55,0.16,2,1,1,0
12,8698,12,0.194,1,1,0,2012-01-03,0.1364,1,0.54,0.14,2,1,1,0
81,8699,85,0.2836,1,1,4,2012-01-03,0.1212,1,0.59,0.14,2,1,1,0
168,8700,170,0.2537,1,1,2,2012-01-03,0.1212,1,0.59,0.14,2,1,1,0
349,8701,354,0.2836,1,1,5,2012-01-03,0.1364,1,0.55,0.16,2,1,1,0
145,8702,153,0.2836,1,1,8,2012-01-03,0.1364,1,0.5,0.16,2,1,1,0
55,8703,60,0.4627,1,1,5,2012-01-03,0.1212,1,0.47,0.16,2,1,1,0
63,8704,75,0.5224,1,1,12,2012-01-03,0.1364,1,0.37,0.18,2,1,1,0
70,8705,74,0.5224,1,1,4,2012-01-03,0.1364,1,0.37,0.18,2,1,1,0
68,8706,73,0.6567,1,1,5,2012-01-03,0.1212,1,0.34,0.18,2,1,1,0
72,8707,79,0.5224,1,1,7,2012-01-03,0.1212,1,0.43,0.16,2,1,1,0
68,8708,77,0.4179,1,1,9,2012-01-03,0.1212,1,0.37,0.16,2,1,1,0
129,8709,136,0.5821,1,1,7,2012-01-03,0.0909,1,0.39,0.14,2,1,1,0
241,8710,245,0.4627,1,1,4,2012-01-03,0.1061,1,0.26,0.14,2,1,1,0
214,8711,224,0.5224,1,1,10,2012-01-03,0.0909,1,0.26,0.14,2,1,1,0
152,8712,156,0.4179,1,1,4,2012-01-03,0.0909,1,0.28,0.12,2,1,1,0
115,8713,115,0.2537,1,1,0,2012-01-03,0.1212,1,0.33,0.12,2,1,1,0
66,8714,68,0.2239,1,1,2,2012-01-03,0.1061,1,0.36,0.1,2,1,1,0
33,8715,33,0.2537,1,1,0,2012-01-03,0.1061,1,0.46,0.1,2,1,1,0
18,8716,18,0.3881,1,1,0,2012-01-03,0.0758,1,0.46,0.1,2,1,1,0
9,8717,9,0.3284,1,1,0,2012-01-04,0.0606,1,0.42,0.08,3,1,1,0
3,8718,3,0.2985,1,1,0,2012-01-04,0.0303,1,0.38,0.04,3,1,1,0
1,8719,1,0.2836,1,1,0,2012-01-04,0.0152,1,0.34,0.02,3,1,1,0
1,8720,1,0.2836,1,1,0,2012-01-04,0.0152,1,0.34,0.02,3,1,1,0
2,8721,2,0.194,1,1,0,2012-01-04,0.0455,1,0.41,0.02,3,1,1,0
14,8722,14,0.194,1,1,0,2012-01-04,0.0455,1,0.41,0.02,3,1,1,0
59,8723,59,0.1642,1,1,0,2012-01-04,0.0455,1,0.41,0.02,3,1,1,0
151,8724,152,0.194,1,1,1,2012-01-04,0.0455,1,0.44,0.02,3,1,1,0
310,8725,315,0.1343,1,1,5,2012-01-04,0.0606,1,0.44,0.02,3,1,1,0
173,8726,180,0.1343,1,1,7,2012-01-04,0.0606,1,0.45,0.04,3,1,1,0
57,8727,64,0.0,1,1,7,2012-01-04,0.1061,1,0.45,0.06,3,1,1,0
40,8728,46,0.0896,1,2,6,2012-01-04,0.1212,1,0.42,0.08,3,1,1,0
75,8729,84,0.194,1,2,9,2012-01-04,0.1061,1,0.46,0.1,3,1,1,0
82,8730,91,0.2537,1,2,9,2012-01-04,0.1212,1,0.43,0.14,3,1,1,0
69,8731,75,0.2537,1,2,6,2012-01-04,0.1212,1,0.46,0.14,3,1,1,0
81,8732,90,0.3284,1,2,9,2012-01-04,0.1515,1,0.37,0.18,3,1,1,0
123,8733,131,0.2836,1,2,8,2012-01-04,0.1667,1,0.4,0.18,3,1,1,0
272,8734,281,0.194,1,2,9,2012-01-04,0.197,1,0.4,0.2,3,1,1,0
280,8735,289,0.1343,1,2,9,2012-01-04,0.2121,1,0.37,0.2,3,1,1,0
182,8736,184,0.1045,1,2,2,2012-01-04,0.2273,1,0.4,0.2,3,1,1,0
121,8737,123,0.194,1,2,2,2012-01-04,0.197,1,0.4,0.2,3,1,1,0
88,8738,90,0.0,1,2,2,2012-01-04,0.2576,1,0.44,0.2,3,1,1,0
48,8739,52,0.0896,1,2,4,2012-01-04,0.2273,1,0.47,0.2,3,1,1,0
32,8740,32,0.1045,1,2,0,2012-01-04,0.2273,1,0.44,0.2,3,1,1,0
13,8741,14,0.194,1,2,1,2012-01-05,0.2273,1,0.47,0.22,4,1,1,0
5,8742,5,0.0896,1,1,0,2012-01-05,0.2273,1,0.51,0.2,4,1,1,0
4,8743,4,0.0896,1,1,0,2012-01-05,0.2273,1,0.51,0.2,4,1,1,0
4,8744,4,0.0,1,1,0,2012-01-05,0.2576,1,0.61,0.2,4,1,1,0
5,8745,5,0.0896,1,2,0,2012-01-05,0.2273,1,0.59,0.2,4,1,1,0
26,8746,26,0.0896,1,2,0,2012-01-05,0.2273,1,0.59,0.2,4,1,1,0
78,8747,78,0.1343,1,2,0,2012-01-05,0.2121,1,0.75,0.2,4,1,1,0
212,8748,215,0.0896,1,2,3,2012-01-05,0.2273,1,0.69,0.2,4,1,1,0
377,8749,388,0.0,1,2,11,2012-01-05,0.2576,1,0.75,0.2,4,1,1,0
220,8750,227,0.0,1,2,7,2012-01-05,0.2727,1,0.69,0.22,4,1,1,0
81,8751,86,0.0896,1,2,5,2012-01-05,0.2576,1,0.52,0.24,4,1,1,0
78,8752,84,0.0,1,1,6,2012-01-05,0.3333,1,0.49,0.3,4,1,1,0
114,8753,120,0.2537,1,1,6,2012-01-05,0.2879,1,0.49,0.3,4,1,1,0
112,8754,118,0.2985,1,1,6,2012-01-05,0.303,1,0.42,0.34,4,1,1,0
104,8755,117,0.2836,1,1,13,2012-01-05,0.3182,1,0.39,0.34,4,1,1,0
113,8756,119,0.2836,1,1,6,2012-01-05,0.3333,1,0.34,0.36,4,1,1,0
178,8757,197,0.2836,1,1,19,2012-01-05,0.3333,1,0.34,0.36,4,1,1,0
393,8758,412,0.194,1,2,19,2012-01-05,0.3485,1,0.34,0.36,4,1,1,0
374,8759,383,0.1642,1,1,9,2012-01-05,0.3333,1,0.36,0.34,4,1,1,0
255,8760,265,0.0896,1,1,10,2012-01-05,0.3485,1,0.34,0.34,4,1,1,0
172,8761,177,0.0,1,1,5,2012-01-05,0.3333,1,0.49,0.3,4,1,1,0
88,8762,97,0.1343,1,1,9,2012-01-05,0.2727,1,0.6,0.26,4,1,1,0
70,8763,71,0.1642,1,1,1,2012-01-05,0.2576,1,0.6,0.26,4,1,1,0
56,8764,60,0.1045,1,1,4,2012-01-05,0.2576,1,0.7,0.24,4,1,1,0
24,8765,25,0.0896,1,1,1,2012-01-06,0.2576,1,0.75,0.22,5,1,1,0
6,8766,8,0.0,1,1,2,2012-01-06,0.2727,1,0.75,0.22,5,1,1,0
3,8767,5,0.1642,1,1,2,2012-01-06,0.2273,1,0.69,0.22,5,1,1,0
3,8768,4,0.1045,1,1,1,2012-01-06,0.2424,1,0.69,0.22,5,1,1,0
3,8769,3,0.1343,1,1,0,2012-01-06,0.2273,1,0.69,0.22,5,1,1,0
13,8770,13,0.1343,1,2,0,2012-01-06,0.2121,1,0.8,0.2,5,1,1,0
69,8771,70,0.1045,1,2,1,2012-01-06,0.2424,1,0.73,0.22,5,1,1,0
201,8772,205,0.0,1,2,4,2012-01-06,0.2879,1,0.65,0.24,5,1,1,0
436,8773,447,0.1343,1,1,11,2012-01-06,0.2424,1,0.7,0.24,5,1,1,0
237,8774,241,0.1642,1,1,4,2012-01-06,0.2424,1,0.7,0.24,5,1,1,0
102,8775,116,0.194,1,1,14,2012-01-06,0.2576,1,0.65,0.26,5,1,1,0
130,8776,138,0.1642,1,1,8,2012-01-06,0.303,1,0.56,0.3,5,1,1,0
168,8777,191,0.2537,1,1,23,2012-01-06,0.3333,1,0.5,0.36,5,1,1,0
188,8778,204,0.2836,1,1,16,2012-01-06,0.4091,1,0.43,0.4,5,1,1,0
152,8779,178,0.194,1,1,26,2012-01-06,0.4545,1,0.36,0.46,5,1,1,0
178,8780,222,0.2537,1,1,44,2012-01-06,0.5,1,0.27,0.52,5,1,1,0
259,8781,294,0.2836,1,1,35,2012-01-06,0.5,1,0.27,0.52,5,1,1,0
456,8782,476,0.2239,1,1,20,2012-01-06,0.4545,1,0.36,0.46,5,1,1,0
391,8783,419,0.2537,1,1,28,2012-01-06,0.4848,1,0.29,0.5,5,1,1,0
261,8784,272,0.2836,1,1,11,2012-01-06,0.4545,1,0.33,0.46,5,1,1,0
163,8785,177,0.194,1,1,14,2012-01-06,0.4242,1,0.41,0.42,5,1,1,0
137,8786,154,0.2239,1,1,17,2012-01-06,0.4091,1,0.43,0.4,5,1,1,0
123,8787,135,0.194,1,1,12,2012-01-06,0.3485,1,0.5,0.36,5,1,1,0
88,8788,101,0.0,1,1,13,2012-01-06,0.3788,1,0.5,0.36,5,1,1,0
77,8789,79,0.1642,1,1,2,2012-01-07,0.3485,1,0.5,0.36,6,0,1,0
56,8790,62,0.1642,1,1,6,2012-01-07,0.3939,1,0.46,0.38,6,0,1,0
36,8791,38,0.1045,1,1,2,2012-01-07,0.3636,1,0.5,0.36,6,0,1,0
19,8792,20,0.1045,1,1,1,2012-01-07,0.3333,1,0.57,0.32,6,0,1,0
9,8793,10,0.0896,1,1,1,2012-01-07,0.3333,1,0.57,0.32,6,0,1,0
7,8794,9,0.1045,1,1,2,2012-01-07,0.2727,1,0.75,0.26,6,0,1,0
7,8795,7,0.1045,1,1,0,2012-01-07,0.2727,1,0.75,0.26,6,0,1,0
20,8796,20,0.194,1,1,0,2012-01-07,0.2273,1,0.87,0.22,6,0,1,0
64,8797,64,0.1045,1,1,0,2012-01-07,0.2576,1,0.75,0.24,6,0,1,0
116,8798,130,0.1343,1,1,14,2012-01-07,0.2273,1,0.8,0.22,6,0,1,0
160,8799,203,0.0896,1,1,43,2012-01-07,0.303,1,0.75,0.28,6,0,1,0
250,8800,324,0.2239,1,1,74,2012-01-07,0.3182,1,0.57,0.34,6,0,1,0
276,8801,376,0.2239,1,1,100,2012-01-07,0.4091,1,0.43,0.4,6,0,1,0
296,8802,445,0.194,1,1,149,2012-01-07,0.4394,1,0.44,0.44,6,0,1,0
356,8803,512,0.2836,1,1,156,2012-01-07,0.4848,1,0.42,0.5,6,0,1,0
317,8804,449,0.2985,1,1,132,2012-01-07,0.5455,1,0.37,0.58,6,0,1,0
268,8805,401,0.2836,1,2,133,2012-01-07,0.5303,1,0.37,0.56,6,0,1,0
235,8806,322,0.1343,1,2,87,2012-01-07,0.5152,1,0.43,0.54,6,0,1,0
248,8807,297,0.1343,1,1,49,2012-01-07,0.5152,1,0.45,0.54,6,0,1,0
171,8808,215,0.1045,1,1,44,2012-01-07,0.5,1,0.42,0.52,6,0,1,0
149,8809,170,0.2537,1,1,21,2012-01-07,0.4848,1,0.39,0.5,6,0,1,0
118,8810,140,0.2239,1,1,22,2012-01-07,0.4394,1,0.44,0.44,6,0,1,0
93,8811,109,0.2537,1,1,16,2012-01-07,0.4394,1,0.38,0.44,6,0,1,0
103,8812,119,0.2239,1,1,16,2012-01-07,0.4242,1,0.38,0.42,6,0,1,0
77,8813,91,0.2836,1,1,14,2012-01-08,0.3939,1,0.4,0.38,0,0,1,0
62,8814,72,0.194,1,1,10,2012-01-08,0.3333,1,0.42,0.34,0,0,1,0
57,8815,67,0.2836,1,1,10,2012-01-08,0.3333,1,0.37,0.36,0,0,1,0
26,8816,32,0.1343,1,1,6,2012-01-08,0.3333,1,0.42,0.34,0,0,1,0
4,8817,6,0.2537,1,1,2,2012-01-08,0.303,1,0.49,0.32,0,0,1,0
2,8818,2,0.1045,1,2,0,2012-01-08,0.3333,1,0.49,0.32,0,0,1,0
2,8819,2,0.0,1,2,0,2012-01-08,0.3333,1,0.52,0.3,0,0,1,0
23,8820,24,0.0,1,2,1,2012-01-08,0.3333,1,0.52,0.3,0,0,1,0
53,8821,57,0.1343,1,1,4,2012-01-08,0.303,1,0.52,0.3,0,0,1,0
102,8822,125,0.1343,1,1,23,2012-01-08,0.3333,1,0.53,0.32,0,0,1,0
181,8823,208,0.1642,1,1,27,2012-01-08,0.3333,1,0.49,0.34,0,0,1,0
201,8824,256,0.2239,1,1,55,2012-01-08,0.3485,1,0.46,0.36,0,0,1,0
273,8825,351,0.2239,1,1,78,2012-01-08,0.3939,1,0.43,0.38,0,0,1,0
266,8826,343,0.2985,1,1,77,2012-01-08,0.4091,1,0.37,0.4,0,0,1,0
253,8827,328,0.194,1,1,75,2012-01-08,0.4091,1,0.4,0.4,0,0,1,0
241,8828,330,0.2836,1,1,89,2012-01-08,0.4091,1,0.37,0.4,0,0,1,0
256,8829,314,0.2985,1,1,58,2012-01-08,0.4091,1,0.37,0.4,0,0,1,0
197,8830,219,0.2239,1,1,22,2012-01-08,0.3939,1,0.4,0.38,0,0,1,0
162,8831,181,0.2239,1,1,19,2012-01-08,0.3182,1,0.46,0.34,0,0,1,0
104,8832,112,0.194,1,1,8,2012-01-08,0.3182,1,0.49,0.32,0,0,1,0
119,8833,126,0.1642,1,1,7,2012-01-08,0.303,1,0.52,0.3,0,0,1,0
81,8834,91,0.2239,1,1,10,2012-01-08,0.2727,1,0.56,0.28,0,0,1,0
54,8835,58,0.1045,1,1,4,2012-01-08,0.2727,1,0.6,0.26,0,0,1,0
30,8836,30,0.2537,1,1,0,2012-01-08,0.2424,1,0.56,0.26,0,0,1,0
12,8837,15,0.2239,1,1,3,2012-01-09,0.2273,1,0.6,0.24,1,1,1,0
4,8838,5,0.1343,1,1,1,2012-01-09,0.2424,1,0.6,0.24,1,1,1,0
3,8839,5,0.1343,1,1,2,2012-01-09,0.2424,1,0.56,0.24,1,1,1,0
3,8840,3,0.1642,1,1,0,2012-01-09,0.2424,1,0.52,0.24,1,1,1,0
4,8841,4,0.1045,1,1,0,2012-01-09,0.2424,1,0.64,0.22,1,1,1,0
21,8842,21,0.0896,1,2,0,2012-01-09,0.2273,1,0.64,0.2,1,1,1,0
85,8843,88,0.1343,1,2,3,2012-01-09,0.2273,1,0.6,0.22,1,1,1,0
239,8844,240,0.1045,1,2,1,2012-01-09,0.2424,1,0.6,0.22,1,1,1,0
407,8845,420,0.0896,1,2,13,2012-01-09,0.2576,1,0.55,0.22,1,1,1,0
188,8846,197,0.0,1,2,9,2012-01-09,0.2727,1,0.64,0.22,1,1,1,0
95,8847,108,0.0,1,1,13,2012-01-09,0.2879,1,0.6,0.24,1,1,1,0
82,8848,88,0.0896,1,2,6,2012-01-09,0.2879,1,0.56,0.26,1,1,1,0
93,8849,103,0.1045,1,2,10,2012-01-09,0.2727,1,0.56,0.26,1,1,1,0
77,8850,80,0.1045,1,2,3,2012-01-09,0.2727,1,0.56,0.26,1,1,1,0
45,8851,50,0.1642,1,3,5,2012-01-09,0.2273,1,0.75,0.22,1,1,1,0
64,8852,69,0.1642,1,3,5,2012-01-09,0.2273,1,0.75,0.22,1,1,1,0
46,8853,49,0.0896,1,3,3,2012-01-09,0.2576,1,0.87,0.22,1,1,1,0
147,8854,152,0.0,1,3,5,2012-01-09,0.2727,1,0.87,0.22,1,1,1,0
158,8855,164,0.0896,1,4,6,2012-01-09,0.2273,1,0.86,0.2,1,1,1,0
187,8856,190,0.0896,1,3,3,2012-01-09,0.2273,1,0.93,0.2,1,1,1,0
127,8857,132,0.0896,1,2,5,2012-01-09,0.2273,1,0.86,0.2,1,1,1,0
78,8858,79,0.0,1,2,1,2012-01-09,0.2576,1,0.93,0.2,1,1,1,0
54,8859,62,0.1045,1,2,8,2012-01-09,0.2273,1,0.92,0.2,1,1,1,0
51,8860,52,0.1045,1,2,1,2012-01-09,0.2424,1,0.87,0.22,1,1,1,0
14,8861,14,0.1045,1,2,0,2012-01-10,0.2424,1,0.87,0.22,2,1,1,0
3,8862,5,0.1045,1,2,2,2012-01-10,0.2424,1,0.93,0.22,2,1,1,0
2,8863,4,0.1642,1,2,2,2012-01-10,0.2273,1,0.87,0.22,2,1,1,0
4,8864,4,0.1642,1,2,0,2012-01-10,0.2121,1,0.86,0.2,2,1,1,0
23,8865,23,0.2239,1,1,0,2012-01-10,0.4091,1,0.47,0.4,2,1,1,0
79,8866,79,0.194,1,2,0,2012-01-10,0.1818,1,0.93,0.18,2,1,1,0
219,8867,222,0.1642,1,2,3,2012-01-10,0.197,1,0.93,0.18,2,1,1,0
465,8868,471,0.1642,1,2,6,2012-01-10,0.197,1,0.93,0.18,2,1,1,0
184,8869,195,0.1642,1,2,11,2012-01-10,0.197,1,0.93,0.18,2,1,1,0
80,8870,83,0.1642,1,2,3,2012-01-10,0.197,1,0.93,0.18,2,1,1,0
93,8871,101,0.2985,1,1,8,2012-01-10,0.4242,1,0.38,0.42,2,1,1,0
127,8872,140,0.2985,1,1,13,2012-01-10,0.4242,1,0.38,0.42,2,1,1,0
163,8873,178,0.2985,1,1,15,2012-01-10,0.4242,1,0.38,0.42,2,1,1,0
96,8874,106,0.2985,1,1,10,2012-01-10,0.4242,1,0.38,0.42,2,1,1,0
119,8875,136,0.2985,1,1,17,2012-01-10,0.4242,1,0.38,0.42,2,1,1,0
225,8876,240,0.3582,1,1,15,2012-01-10,0.4242,1,0.38,0.42,2,1,1,0
446,8877,460,0.2537,1,1,14,2012-01-10,0.4242,1,0.38,0.42,2,1,1,0
372,8878,385,0.1045,1,1,13,2012-01-10,0.4091,1,0.4,0.4,2,1,1,0
270,8879,281,0.1045,1,1,11,2012-01-10,0.3939,1,0.46,0.38,2,1,1,0
190,8880,200,0.1045,1,1,10,2012-01-10,0.3485,1,0.53,0.34,2,1,1,0
109,8881,116,0.0896,1,1,7,2012-01-10,0.3333,1,0.66,0.32,2,1,1,0
104,8882,114,0.0896,1,1,10,2012-01-10,0.303,1,0.7,0.3,2,1,1,0
38,8883,41,0.1045,1,1,3,2012-01-10,0.2727,1,0.81,0.26,2,1,1,0
26,8884,28,0.0,1,1,2,2012-01-11,0.303,1,0.81,0.26,3,1,1,0
6,8885,7,0.0896,1,1,1,2012-01-11,0.2576,1,0.87,0.24,3,1,1,0
5,8886,5,0.1642,1,1,0,2012-01-11,0.2121,1,0.85,0.2,3,1,1,0
4,8887,4,0.0,1,1,0,2012-01-11,0.2727,1,0.8,0.22,3,1,1,0
2,8888,2,0.1343,1,1,0,2012-01-11,0.2121,1,0.8,0.2,3,1,1,0
22,8889,22,0.1343,1,1,0,2012-01-11,0.2121,1,0.8,0.2,3,1,1,0
72,8890,74,0.1343,1,1,2,2012-01-11,0.2121,1,0.86,0.2,3,1,1,0
247,8891,256,0.1343,1,1,9,2012-01-11,0.2121,1,0.8,0.2,3,1,1,0
488,8892,499,0.1045,1,1,11,2012-01-11,0.2273,1,0.82,0.2,3,1,1,0
218,8893,225,0.1343,1,2,7,2012-01-11,0.2121,1,0.86,0.2,3,1,1,0
84,8894,97,0.1343,1,2,13,2012-01-11,0.2424,1,0.87,0.24,3,1,1,0
90,8895,99,0.0896,1,2,9,2012-01-11,0.2879,1,0.87,0.26,3,1,1,0
51,8896,55,0.0,1,3,4,2012-01-11,0.3333,1,0.81,0.3,3,1,1,0
57,8897,65,0.0,1,3,8,2012-01-11,0.3485,1,0.76,0.32,3,1,1,0
70,8898,73,0.1045,1,3,3,2012-01-11,0.3333,1,0.81,0.32,3,1,1,0
73,8899,79,0.0896,1,2,6,2012-01-11,0.3485,1,0.87,0.34,3,1,1,0
112,8900,118,0.2537,1,2,6,2012-01-11,0.3182,1,0.87,0.34,3,1,1,0
128,8901,134,0.2239,1,3,6,2012-01-11,0.3182,1,0.87,0.34,3,1,1,0
96,8902,98,0.194,1,3,2,2012-01-11,0.3333,1,0.87,0.34,3,1,1,0
92,8903,93,0.2239,1,3,1,2012-01-11,0.303,1,0.93,0.32,3,1,1,0
55,8904,57,0.1642,1,3,2,2012-01-11,0.3182,1,0.93,0.32,3,1,1,0
29,8905,29,0.2239,1,3,0,2012-01-11,0.3182,1,0.87,0.34,3,1,1,0
49,8906,49,0.194,1,3,0,2012-01-11,0.3333,1,0.87,0.34,3,1,1,0
9,8907,9,0.2239,1,3,0,2012-01-11,0.3182,1,0.87,0.34,3,1,1,0
3,8908,3,0.194,1,3,0,2012-01-12,0.3333,1,0.93,0.34,4,1,1,0
3,8909,3,0.194,1,3,0,2012-01-12,0.3485,1,0.93,0.36,4,1,1,0
1,8910,2,0.2537,1,3,1,2012-01-12,0.3485,1,0.93,0.36,4,1,1,0
3,8911,3,0.2537,1,3,0,2012-01-12,0.3485,1,0.93,0.36,4,1,1,0
2,8912,2,0.194,1,3,0,2012-01-12,0.3485,1,0.93,0.36,4,1,1,0
16,8913,16,0.0896,1,3,0,2012-01-12,0.3485,1,0.93,0.34,4,1,1,0
88,8914,89,0.1343,1,3,1,2012-01-12,0.3485,1,0.93,0.36,4,1,1,0
218,8915,220,0.2836,1,2,2,2012-01-12,0.3182,1,0.87,0.34,4,1,1,0
497,8916,508,0.194,1,1,11,2012-01-12,0.3182,1,0.81,0.32,4,1,1,0
220,8917,230,0.1045,1,1,10,2012-01-12,0.3333,1,0.81,0.32,4,1,1,0
84,8918,90,0.1045,1,1,6,2012-01-12,0.3485,1,0.81,0.34,4,1,1,0
101,8919,119,0.1045,1,2,18,2012-01-12,0.3485,1,0.81,0.34,4,1,1,0
130,8920,144,0.1045,1,2,14,2012-01-12,0.3485,1,0.81,0.34,4,1,1,0
170,8921,183,0.1642,1,1,13,2012-01-12,0.4242,1,0.77,0.42,4,1,1,0
132,8922,156,0.1642,1,1,24,2012-01-12,0.4242,1,0.77,0.42,4,1,1,0
156,8923,188,0.1343,1,1,32,2012-01-12,0.4394,1,0.72,0.44,4,1,1,0
248,8924,281,0.194,1,1,33,2012-01-12,0.4545,1,0.67,0.46,4,1,1,0
472,8925,495,0.1642,1,1,23,2012-01-12,0.4545,1,0.63,0.46,4,1,1,0
399,8926,421,0.194,1,1,22,2012-01-12,0.4394,1,0.67,0.44,4,1,1,0
313,8927,330,0.1642,1,2,17,2012-01-12,0.4242,1,0.71,0.42,4,1,1,0
229,8928,240,0.194,1,2,11,2012-01-12,0.4242,1,0.71,0.42,4,1,1,0
162,8929,174,0.1343,1,1,12,2012-01-12,0.4394,1,0.67,0.44,4,1,1,0
121,8930,133,0.2985,1,1,12,2012-01-12,0.3939,1,0.76,0.38,4,1,1,0
60,8931,67,0.3284,1,1,7,2012-01-12,0.4091,1,0.76,0.4,4,1,1,0
38,8932,42,0.2836,1,2,4,2012-01-13,0.4091,1,0.71,0.4,5,1,1,0
12,8933,12,0.2985,1,2,0,2012-01-13,0.3939,1,0.76,0.38,5,1,1,0
13,8934,14,0.3582,1,1,1,2012-01-13,0.4091,1,0.76,0.4,5,1,1,0
